year,depth,mag,magType,net,id,updated,place,type,status,locationSource,magSource,,,,
2003,10,7.6,mwc,us,usp000c2ka,2017-11-08T17:46:14.863Z,Carlsberg Ridge,earthquake,reviewed,us,hrv,,,,
2003,10,7.6,mwc,us,usp000c41f,2017-11-08T17:48:47.786Z,Scotia Sea,earthquake,reviewed,us,hrv,,,,
2003,28,7.2,mwc,us,usp000c5h6,2017-11-08T17:49:45.213Z,South Island of New Zealand,earthquake,reviewed,us,hrv,,,,
2003,27,8.3,mwc,us,usp000c8kv,2017-11-08T17:50:43.110Z,"Hokkaido, Japan region",earthquake,reviewed,us,hrv,,,,
2003,33,7.4,mwc,us,usp000c8mb,2017-11-08T17:51:45.307Z,"Hokkaido, Japan region",earthquake,reviewed,us,hrv,,,,
2003,16,7.3,mwb,us,usp000c8sz,2017-11-08T17:53:00.412Z,"southwestern Siberia, Russia",earthquake,reviewed,us,us,,,,
2003,10,7,mwb,us,usp000cbpa,2017-11-08T17:54:21.500Z,"off the east coast of Honshu, Japan",earthquake,reviewed,us,us,,,,
2003,33,7.8,mwc,us,usp000cd1n,2017-11-08T17:55:34.626Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,reviewed,us,hrv,,,,
2003,10,7.3,mwc,us,usp000cg90,2017-11-08T17:56:32.889Z,southeast of the Loyalty Islands,earthquake,reviewed,us,hrv,,,,
2004,22,7.1,mwc,us,usp000cgz9,2017-11-08T17:57:08.180Z,southeast of the Loyalty Islands,earthquake,reviewed,us,hrv,,,,
2004,16.6,7,mwc,us,usp000ckg7,2017-11-08T17:57:55.933Z,"Papua, Indonesia",earthquake,reviewed,us,hrv,,,,
2004,10,7.3,mwb,us,usp000ckks,2017-11-08T17:58:31.847Z,"near the south coast of Papua, Indonesia",earthquake,reviewed,us,us,,,,
2004,565.5,7.1,mwc,us,usp000d06s,2017-11-08T17:59:03.283Z,Fiji region,earthquake,reviewed,us,hrv,,,,
2004,582.1,7.3,mwb,us,usp000d0v4,2017-11-08T18:00:44.422Z,"southern Sumatra, Indonesia",earthquake,reviewed,us,us,,,,
2004,14,7.2,mwc,us,usp000d3ka,2017-11-08T18:02:02.459Z,"near the south coast of western Honshu, Japan",earthquake,reviewed,us,hrv,,,,
2004,10,7.4,mwb,us,usp000d3mb,2017-11-08T18:03:53.560Z,"near the south coast of Honshu, Japan",earthquake,reviewed,us,us,,,,
2004,35,7,mwc,us,usp000d63h,2017-11-08T18:05:23.903Z,near the coast of Nicaragua,earthquake,reviewed,us,hrv,,,,
2004,10,7.5,mwc,us,usp000d85g,2017-11-08T18:06:33.091Z,"Kepulauan Alor, Indonesia",earthquake,reviewed,us,hrv,,,,
2004,15,7.2,mwb,us,usp000d8gx,2017-11-08T18:07:45.467Z,near the west coast of Colombia,earthquake,reviewed,us,us,,,,
2004,10,7.1,mwc,us,usp000d8ze,2017-11-08T18:11:27.612Z,off the west coast of the South Island of New Zealand,earthquake,reviewed,us,hrv,,,,
2004,10,7.1,mwc,us,usp000d975,2017-11-08T18:13:15.766Z,"Papua, Indonesia",earthquake,reviewed,us,hrv,,,,
2004,39,7,mwb,us,usp000d9h1,2017-11-08T18:14:44.230Z,"Hokkaido, Japan region",earthquake,reviewed,us,us,,,,
2004,10,8.1,mwc,us,usp000db93,2017-11-08T18:17:40.926Z,north of Macquarie Island,earthquake,reviewed,us,hrv,,,,
2004,30,9.1,mw,official,official20041226005853450_30,2017-11-08T18:19:08.120Z,off the west coast of northern Sumatra,earthquake,reviewed,us,official,,,,
2004,39.2,7.2,mwc,us,usp000dbg6,2017-11-08T18:24:23.889Z,"Nicobar Islands, India region",earthquake,reviewed,us,hrv,,,,
2005,525,7.1,mwc,us,usp000dfj2,2017-11-08T18:25:13.163Z,Celebes Sea,earthquake,reviewed,us,hrv,,,,
2005,201.7,7.1,mwb,us,usp000dhc1,2017-11-08T18:25:54.663Z,Banda Sea,earthquake,reviewed,us,us,,,,
2005,30,8.6,mww,official,official20050328160936530_30,2017-11-08T18:26:54.947Z,"northern Sumatra, Indonesia",earthquake,reviewed,us,official,,,,
2005,115.6,7.8,mwb,us,usp000dsw1,2017-11-08T18:27:23.817Z,"Tarapaca, Chile",earthquake,reviewed,us,us,,,,
2005,16,7.2,mwc,us,usp000dt25,2017-11-08T18:28:43.423Z,off the coast of Northern California,earthquake,reviewed,us,hrv,,,,
2005,16,7.2,mwc,us,usp000dvtc,2017-11-08T18:29:32.337Z,"Nicobar Islands, India region",earthquake,reviewed,us,hrv,,,,
2005,36,7.2,mwc,us,usp000dxe2,2017-11-08T18:30:12.488Z,"near the east coast of Honshu, Japan",earthquake,reviewed,us,hrv,,,,
2005,90,7.6,mwc,us,usp000dz2j,2017-11-08T18:32:09.215Z,"New Ireland region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
2005,115,7.5,mwb,us,usp000e09h,2017-11-08T18:33:39.719Z,northern Peru,earthquake,reviewed,us,us,,,,
2005,26,7.6,mwc,us,usp000e12e,2017-11-08T18:34:54.355Z,Pakistan,earthquake,reviewed,us,hrv,,,,
2005,11,7,mwc,us,usp000e462,2017-11-08T18:36:00.293Z,"off the east coast of Honshu, Japan",earthquake,reviewed,us,hrv,,,,
2006,13,7.4,mwc,us,usp000e7dd,2017-11-08T18:36:42.893Z,east of the South Sandwich Islands,earthquake,reviewed,us,hrv,,,,
2006,582.9,7.2,mwc,us,usp000e7f0,2017-11-08T18:37:31.891Z,Fiji region,earthquake,reviewed,us,hrv,,,,
2006,397,7.6,mwc,us,usp000e8ys,2017-11-08T18:38:50.089Z,Banda Sea,earthquake,reviewed,us,hrv,,,,
2006,11,7,mwb,us,usp000eamh,2018-03-12T21:01:35.438Z,Mozambique,earthquake,reviewed,us,us,,,,
2006,22,7.6,mwc,us,usp000ef1h,2017-11-13T16:23:13.381Z,"near the east coast of Koryakskiy Avtonomnyy Okrug, Russia",earthquake,reviewed,us,hrv,,,,
2006,55,8,mwc,us,usp000eg5g,2017-11-13T16:23:42.955Z,Tonga,earthquake,reviewed,us,hrv,,,,
2006,152,7.4,mwb,us,usp000eh87,2017-11-13T16:24:27.901Z,Kermadec Islands region,earthquake,reviewed,us,us,,,,
2006,20,7.7,mwc,us,usp000ensm,2017-11-13T16:24:50.766Z,"south of Java, Indonesia",earthquake,reviewed,us,hrv,,,,
2006,13,7,mwb,us,usp000erc2,2017-11-13T16:25:32.999Z,Scotia Sea,earthquake,reviewed,us,us,,,,
2006,10,8.3,mwc,us,usp000exfn,2017-11-13T16:26:35.708Z,Kuril Islands,earthquake,reviewed,us,gcmt,,,,
2006,10,7.1,mwb,us,usp000f114,2017-11-13T17:24:00.602Z,Taiwan region,earthquake,reviewed,us,us,,,,
2007,10,8.1,mwc,us,usp000f2ab,2017-11-13T17:24:37.283Z,east of the Kuril Islands,earthquake,reviewed,us,gcmt,,,,
2007,22,7.5,mwc,us,usp000f34b,2017-11-13T17:25:16.939Z,Molucca Sea,earthquake,reviewed,us,gcmt,,,,
2007,34,7.1,mwb,us,usp000f7b4,2017-11-13T17:25:48.225Z,Vanuatu,earthquake,reviewed,us,us,,,,
2007,24,8.1,mwc,us,usp000f83m,2017-11-13T17:26:26.601Z,Solomon Islands,earthquake,reviewed,us,gcmt,,,,
2007,120,7.2,mwb,us,usp000fhm9,2017-11-13T17:40:50.213Z,Vanuatu,earthquake,reviewed,us,us,,,,
2007,280,7.5,mwc,us,usp000fj6k,2017-11-13T17:43:45.618Z,"Java, Indonesia",earthquake,reviewed,us,gcmt,,,,
2007,39,8,mwc,us,usp000fjta,2018-03-12T21:29:10.563Z,near the coast of central Peru,earthquake,reviewed,us,gcmt,,,,
2007,35,7.2,mwc,us,usp000fm6b,2017-11-13T17:45:09.740Z,Santa Cruz Islands,earthquake,reviewed,us,gcmt,,,,
2007,34,8.4,mww,official,official20070912111026830_34,2017-11-13T17:45:44.503Z,"southern Sumatra, Indonesia",earthquake,reviewed,us,official,,,,
2007,35,7.9,mwc,us,usp000fn2b,2017-11-13T17:46:16.123Z,"Kepulauan Mentawai region, Indonesia",earthquake,reviewed,us,gcmt,,,,
2007,22,7,mwc,us,usp000fn3d,2017-11-13T17:47:05.657Z,"Kepulauan Mentawai region, Indonesia",earthquake,reviewed,us,gcmt,,,,
2007,260,7.5,mwc,us,usp000fpca,2017-11-13T17:47:39.748Z,"Volcano Islands, Japan region",earthquake,reviewed,us,gcmt,,,,
2007,10,7.4,mwc,us,usp000fpgq,2017-11-13T17:48:22.107Z,"Auckland Islands, New Zealand region",earthquake,reviewed,us,gcmt,,,,
2007,207,7.2,mwb,us,usp000frnh,2017-11-13T17:48:51.569Z,"Pagan region, Northern Mariana Islands",earthquake,reviewed,us,us,,,,
2007,40,7.7,mwc,us,usp000fshy,2017-11-13T17:49:20.485Z,"Antofagasta, Chile",earthquake,reviewed,us,gcmt,,,,
2007,156,7.4,mwb,us,usp000ftj1,2017-11-13T17:50:35.736Z,"Martinique region, Windward Islands",earthquake,reviewed,us,us,,,,
2007,152.5,7.8,mwc,us,usp000fu3q,2017-11-13T17:51:47.938Z,south of the Fiji Islands,earthquake,reviewed,us,gcmt,,,,
2007,34,7.2,mwc,us,usp000fuse,2017-11-13T17:52:15.745Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,reviewed,us,gcmt,,,,
2008,26,7.4,mwc,us,usp000fzau,2017-11-13T17:52:47.460Z,"Simeulue, Indonesia",earthquake,reviewed,us,us,,,,
2008,25,7.2,mwc,us,usp000fzx4,2017-11-13T17:53:43.975Z,"Kepulauan Mentawai region, Indonesia",earthquake,reviewed,us,gcmt,,,,
2008,10,7.2,mwc,us,usp000g1w2,2017-11-13T17:54:21.520Z,Xinjiang-Xizang border region,earthquake,reviewed,us,us,,,,
2008,33,7.3,mwc,us,usp000g3eq,2017-11-13T17:55:09.735Z,"Loyalty Islands, New Caledonia",earthquake,reviewed,us,us,,,,
2008,16,7.1,mwc,us,usp000g3q9,2017-11-13T17:55:46.510Z,Macquarie Island region,earthquake,reviewed,us,us,,,,
2008,19,7.9,mwc,us,usp000g650,2017-11-13T17:56:39.102Z,"eastern Sichuan, China",earthquake,reviewed,us,us,,,,
2008,8,7,mwc,us,usp000gazv,2017-11-13T17:57:27.819Z,South Sandwich Islands region,earthquake,reviewed,us,us,,,,
2008,632.8,7.7,mwc,us,usp000gbc0,2017-11-13T17:58:05.574Z,Sea of Okhotsk,earthquake,reviewed,us,us,,,,
2008,22,7,mwc,us,usp000gcjg,2017-11-13T17:58:43.326Z,"off the east coast of Honshu, Japan",earthquake,reviewed,us,us,,,,
2008,36,7,mwc,us,usp000ghyg,2017-11-13T17:59:23.800Z,"Kermadec Islands, New Zealand",earthquake,reviewed,us,us,,,,
2008,30,7.4,mww,us,usp000gnur,2017-11-13T17:59:59.349Z,"Minahasa, Sulawesi, Indonesia",earthquake,reviewed,us,us,,,,
2008,492.3,7.3,mwc,us,usp000gpbs,2017-11-13T18:00:49.533Z,Sea of Okhotsk,earthquake,reviewed,us,us,,,,
2009,17,7.7,mwc,us,usp000gs2d,2017-11-13T18:02:03.133Z,"near the north coast of Papua, Indonesia",earthquake,reviewed,us,gcmt,,,,
2009,23,7.4,mwc,us,usp000gs3t,2017-11-13T18:02:33.734Z,"near the north coast of Papua, Indonesia",earthquake,reviewed,us,gcmt,,,,
2009,36,7.4,mwc,us,usp000gsmz,2017-11-13T18:03:03.380Z,east of the Kuril Islands,earthquake,reviewed,us,us,,,,
2009,20,7.2,mwc,us,usp000gtnc,2017-11-13T18:10:46.650Z,"Kepulauan Talaud, Indonesia",earthquake,reviewed,us,us,,,,
2009,25,7,mwc,us,usp000gu5x,2017-11-13T18:11:57.379Z,Kermadec Islands region,earthquake,reviewed,us,gcmt,,,,
2009,31,7.6,mwc,us,usp000gv5p,2017-11-13T18:13:37.173Z,Tonga region,earthquake,reviewed,us,us,,,,
2009,19,7.3,mwc,us,usp000gxkj,2017-11-13T18:14:56.493Z,offshore Honduras,earthquake,reviewed,us,gcmt,,,,
2009,12,7.8,mwc,us,usp000gz8j,2017-11-13T18:16:34.920Z,off the west coast of the South Island of New Zealand,earthquake,reviewed,wel,gcmt,,,,
2009,292,7.1,mwc,us,usp000h04j,2017-11-13T18:18:33.612Z,"near the south coast of Honshu, Japan",earthquake,reviewed,us,us,,,,
2009,24,7.5,mwc,us,usp000h05x,2017-11-13T18:20:08.501Z,"Andaman Islands, India region",earthquake,reviewed,us,us,,,,
2009,46,7,mwc,us,usp000h152,2017-11-13T18:21:20.114Z,"Java, Indonesia",earthquake,reviewed,us,us,,,,
2009,18,8.1,mwc,us,usp000h1ys,2017-11-13T18:23:04.726Z,Samoa Islands region,earthquake,reviewed,us,gcmt,,,,
2009,81,7.6,mwc,us,usp000h237,2017-11-13T18:25:29.623Z,"southern Sumatra, Indonesia",earthquake,reviewed,us,gcmt,,,,
2009,45,7.7,mww,us,usp000h2g9,2017-11-13T18:27:00.933Z,Vanuatu,earthquake,reviewed,us,us,,,,
2009,35,7.8,mwc,us,usp000h2gd,2017-11-13T18:29:45.908Z,Santa Cruz Islands,earthquake,reviewed,us,us,,,,
2009,31.1,7.4,mwc,us,usp000h2gr,2017-11-13T18:31:01.522Z,Vanuatu,earthquake,reviewed,us,gcmt,,,,
2009,595,7.3,mwc,us,usp000h3wn,2017-11-13T18:32:33.579Z,Fiji,earthquake,reviewed,us,gcmt,,,,
