year,depth,mag,magType,net,id,updated,place,type,status,locationSource,magSource,,,,
1960,15,7,mw,iscgem,iscgem878607,2015-05-13T18:52:54.000Z,"off the east coast of Honshu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1960,25,8.1,mw,iscgem,iscgem879106,2017-04-13T21:39:30.994Z,"Bio-Bio, Chile",earthquake,automatic,iscgem,iscgem,,,,
1960,25,7.1,mw,iscgem,iscgem879127,2017-04-13T21:39:31.951Z,"Bio-Bio, Chile",earthquake,automatic,iscgem,iscgem,,,,
1960,25,7.8,mw,official,official19600522185602_30,2017-04-13T21:39:32.905Z,"Araucania, Chile",earthquake,automatic,iscgem,official,,,,
1960,25,9.5,mw,official,official19600522191120_30,2018-03-12T17:39:40.763Z,"Bio-Bio, Chile",earthquake,automatic,iscgem,official,,,,
1960,15,7.8,mw,iscgem,iscgem879416,2017-04-13T21:39:36.736Z,"Aisen, Chile",earthquake,automatic,iscgem,iscgem,,,,
1960,25,7,mw,iscgem,iscgem879577,2017-04-13T21:39:37.694Z,"Araucania, Chile",earthquake,automatic,iscgem,iscgem,,,,
1960,20,7.4,mw,iscgem,iscgem880670,2015-05-13T18:52:55.000Z,"off the coast of Araucania, Chile",earthquake,automatic,iscgem,iscgem,,,,
1960,15,7.6,mw,iscgem,iscgem880820,2017-04-13T21:39:45.502Z,near the coast of northern Peru,earthquake,automatic,iscgem,iscgem,,,,
1960,30,7.2,mw,iscgem,iscgem880846,2015-05-13T18:52:55.000Z,south of the Fiji Islands,earthquake,automatic,iscgem,iscgem,,,,
1960,35,7.3,mw,iscgem,iscgem880905,2017-04-13T21:39:46.458Z,"Antofagasta, Chile",earthquake,automatic,iscgem,iscgem,,,,
1961,30,7.2,mw,iscgem,iscgem875966,2017-04-13T21:39:48.845Z,"near the east coast of Honshu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1961,30,7,mw,iscgem,iscgem875970,2015-05-13T18:52:55.000Z,"near the east coast of Honshu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1961,35,7.5,mw,iscgem,iscgem876175,2017-04-13T21:39:49.316Z,"Kyushu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1961,30,7,mw,iscgem,iscgem876217,2015-05-13T18:52:55.000Z,Kermadec Islands region,earthquake,automatic,iscgem,iscgem,,,,
1961,35,7,mw,iscgem,iscgem17290245,2017-04-13T21:39:50.754Z,"southern Xinjiang, China",earthquake,automatic,iscgem,iscgem,,,,
1961,30.6,7,mw,iscgem,iscgem877000,2015-05-13T18:52:55.000Z,"southeast of the Ryukyu Islands, Japan",earthquake,automatic,iscgem,iscgem,,,,
1961,25,7.3,mw,iscgem,iscgem877044,2017-04-13T21:39:52.707Z,Vanuatu,earthquake,automatic,iscgem,iscgem,,,,
1961,43.9,7.1,mw,iscgem,iscgem877175,2017-04-13T21:39:53.183Z,"Hokkaido, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1961,612.2,7.6,mw,iscgem,iscgem877215,2015-05-13T18:52:55.000Z,Peru-Brazil border region,earthquake,automatic,iscgem,iscgem,,,,
1961,597.5,7.2,mw,iscgem,iscgem877295,2015-05-13T18:52:55.000Z,Peru-Brazil border region,earthquake,automatic,iscgem,iscgem,,,,
1961,129.2,7.3,mw,iscgem,iscgem17290909,2015-05-13T18:52:55.000Z,South Sandwich Islands region,earthquake,automatic,iscgem,iscgem,,,,
1961,100.9,7.1,mw,iscgem,iscgem877339,2015-05-13T18:52:55.000Z,South Sandwich Islands region,earthquake,automatic,iscgem,iscgem,,,,
1962,30,7.1,mw,iscgem,iscgem17291428,2017-04-13T21:39:57.104Z,"Araucania, Chile",earthquake,automatic,iscgem,iscgem,,,,
1962,10,7.3,mw,iscgem,iscgem874380,2015-05-13T18:52:56.000Z,northern Mid-Atlantic Ridge,earthquake,automatic,iscgem,iscgem,,,,
1962,28,7.3,mw,iscgem,iscgem874529,2017-04-13T21:39:59.016Z,"near the east coast of Honshu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1962,60,7.1,mw,iscgem,iscgem874610,2017-04-13T21:40:00.012Z,"Hokkaido, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1962,25,7,mw,iscgem,iscgem17291824,2017-04-13T21:40:00.970Z,"Guerrero, Mexico",earthquake,automatic,iscgem,iscgem,,,,
1962,30.2,7.1,mw,iscgem,iscgem874743,2017-04-13T21:40:01.445Z,"Kepulauan Barat Daya, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1962,390,7.5,mw,iscgem,iscgem874777,2015-05-13T18:52:56.000Z,Fiji region,earthquake,automatic,iscgem,iscgem,,,,
1962,25,7.2,mw,iscgem,iscgem17292186,2017-04-13T21:40:03.836Z,south of Panama,earthquake,automatic,iscgem,iscgem,,,,
1962,15,7,mw,iscgem,iscgem17292570,2017-04-26T17:23:11.606Z,western Iran,earthquake,automatic,iscgem,iscgem,,,,
1962,588.7,7.2,mw,iscgem,iscgem875774,2015-05-13T18:52:56.000Z,"Santiago Del Estero, Argentina",earthquake,automatic,iscgem,iscgem,,,,
1963,30,7.2,mw,iscgem,iscgem17293338,2017-04-13T21:40:08.282Z,Taiwan region,earthquake,automatic,iscgem,iscgem,,,,
1963,186.6,7.5,mw,iscgem,iscgem871885,2017-04-13T21:40:09.725Z,"eastern New Guinea region, Papua New Guinea",earthquake,automatic,iscgem,iscgem,,,,
1963,15,7.2,mw,iscgem,iscgem871982,2015-05-13T18:52:57.000Z,east of the Kuril Islands,earthquake,automatic,iscgem,iscgem,,,,
1963,10,7.3,mw,iscgem,iscgem17293490,2015-05-13T18:52:57.000Z,"Kermadec Islands, New Zealand",earthquake,automatic,iscgem,iscgem,,,,
1963,30,7.1,mw,iscgem,iscgem872157,2017-04-13T21:40:11.166Z,"Halmahera, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1963,30,7.1,mw,iscgem,iscgem872159,2015-05-13T18:52:57.000Z,"Kepulauan Obi, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1963,550,7.7,mw,iscgem,iscgem17294122,2015-05-13T18:52:57.000Z,southern Peru,earthquake,automatic,iscgem,iscgem,,,,
1963,570,7,mw,iscgem,iscgem872971,2015-05-13T18:52:57.000Z,Fiji region,earthquake,automatic,iscgem,iscgem,,,,
1963,35,7.4,mw,iscgem,iscgem873068,2017-04-13T21:40:14.638Z,Santa Cruz Islands,earthquake,automatic,iscgem,iscgem,,,,
1963,45,7.2,mw,iscgem,iscgem17294275,2017-04-13T21:40:15.590Z,Santa Cruz Islands,earthquake,automatic,iscgem,iscgem,,,,
1963,37.5,7,mw,iscgem,iscgem873224,2015-05-13T18:52:57.000Z,Kuril Islands,earthquake,automatic,iscgem,iscgem,,,,
1963,35,8.5,mw,official,official19631013051759_30,2016-11-07T23:04:13.097Z,Kuril Islands,earthquake,reviewed,iscgem,official,,,,
1963,28.2,7.8,mw,iscgem,iscgem873349,2015-05-13T18:52:57.000Z,east of the Kuril Islands,earthquake,automatic,iscgem,iscgem,,,,
1963,65,8.1,mw,iscgem,iscgem17294492,2017-04-13T21:40:16.567Z,Banda Sea,earthquake,automatic,iscgem,iscgem,,,,
1963,590.7,7.6,mw,iscgem,iscgem17294529,2015-05-13T18:52:57.000Z,Peru-Brazil border region,earthquake,automatic,iscgem,iscgem,,,,
1963,661.5,7,mw,iscgem,iscgem17294667,2015-05-13T18:52:57.000Z,Java Sea,earthquake,automatic,iscgem,iscgem,,,,
1963,55,7.6,mw,iscgem,iscgem17294673,2015-05-13T18:52:57.000Z,south of the Fiji Islands,earthquake,automatic,iscgem,iscgem,,,,
1964,25,9.2,mw,official,official19640328033616_30,2018-03-09T15:26:26.398Z,Southern Alaska,earthquake,automatic,iscgem,official,,,,
1964,130,7.4,mw,iscgemsup,iscgemsup869903,2015-07-13T17:02:23.000Z,"Minahasa, Sulawesi, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1964,60,7,mw,iscgem,iscgem868224,2015-05-13T18:52:58.000Z,"northern Sumatra, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1964,20,7,mw,iscgem,iscgem867525,2017-04-13T21:40:28.324Z,eastern Sea of Japan,earthquake,automatic,iscgem,iscgem,,,,
1964,125,7.8,mw,iscgem,iscgem868048,2015-05-13T18:52:58.000Z,South Sandwich Islands region,earthquake,automatic,iscgem,iscgem,,,,
1964,15,7.6,mw,iscgem,iscgem866844,2018-03-12T16:47:39.847Z,"near the west coast of Honshu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1964,71.3,7.1,mw,iscgemsup,iscgemsup867135,2017-04-13T21:40:34.759Z,Kuril Islands,earthquake,automatic,iscgem,iscgem,,,,
1964,93.3,7.3,mw,iscgem,iscgem865780,2017-04-13T21:40:36.196Z,"Guerrero, Mexico",earthquake,automatic,iscgem,iscgem,,,,
1964,130,7.6,mw,iscgemsup,iscgemsup865885,2017-04-13T21:40:37.169Z,Vanuatu,earthquake,automatic,iscgem,iscgem,,,,
1964,388.3,7,mw,iscgem,iscgem865091,2015-05-13T18:52:58.000Z,"Bougainville region, Papua New Guinea",earthquake,automatic,iscgem,iscgem,,,,
1964,20,7.6,mw,iscgem,iscgem864342,2015-05-13T18:52:58.000Z,off the west coast of the South Island of New Zealand,earthquake,automatic,iscgem,iscgem,,,,
1964,70,7.1,mw,iscgemsup,iscgemsup864419,2017-04-13T21:40:40.542Z,"Nicobar Islands, India region",earthquake,automatic,iscgem,iscgem,,,,
1965,20,8.2,mw,iscgem,iscgem861299,2018-02-14T22:14:19.916Z,"Kepulauan Sula, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1965,30.3,8.7,mw,official,official19650204050122_30,2018-03-06T22:21:25.616Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,automatic,iscgem,official,,,,
1965,30,7.3,mw,iscgem,iscgem859264,2018-03-06T22:22:07.435Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,automatic,iscgem,iscgem,,,,
1965,35,7,mw,iscgem,iscgem860516,2018-02-14T22:15:16.967Z,"near the coast of Antofagasta, Chile",earthquake,automatic,iscgem,iscgem,,,,
1965,207.8,7.4,mw,iscgem,iscgem858598,2018-02-14T22:18:30.411Z,"Hindu Kush region, Afghanistan",earthquake,automatic,iscgem,iscgem,,,,
1965,70,7.4,mw,iscgem,iscgem858940,2018-02-14T22:19:23.854Z,"Valparaiso, Chile",earthquake,automatic,iscgem,iscgem,,,,
1965,20,7.6,mw,iscgem,iscgem858982,2017-12-07T17:21:17.398Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,automatic,iscgem,iscgem,,,,
1965,120,7.7,mw,iscgem,iscgem857011,2017-04-13T21:41:14.843Z,Vanuatu,earthquake,automatic,iscgem,iscgem,,,,
1965,40.7,7,mw,iscgem,iscgem855990,2017-04-13T21:41:15.336Z,Kuril Islands,earthquake,automatic,iscgem,iscgem,,,,
1965,58,7.2,mw,iscgem,iscgem855991,2015-05-13T18:52:59.000Z,Kuril Islands,earthquake,automatic,iscgem,iscgem,,,,
1965,45,7.8,mw,iscgem,iscgem855112,2015-05-13T18:52:59.000Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,automatic,iscgem,iscgem,,,,
1965,10,7.3,mw,iscgem,iscgem854292,2015-05-13T18:52:59.000Z,Macquarie Island region,earthquake,automatic,iscgem,iscgem,,,,
1965,25,7.2,mw,iscgem,iscgem854451,2017-04-13T21:41:19.746Z,Vanuatu,earthquake,automatic,iscgem,iscgem,,,,
1965,30,7.6,mw,iscgem,iscgem854473,2017-04-13T21:41:21.212Z,Vanuatu,earthquake,automatic,iscgem,iscgem,,,,
1965,25,7.4,mw,iscgem,iscgem854555,2017-04-13T21:41:22.922Z,Vanuatu,earthquake,automatic,iscgem,iscgem,,,,
1965,35,7.2,mw,iscgem,iscgem854556,2015-05-13T18:52:59.000Z,Vanuatu,earthquake,automatic,iscgem,iscgem,,,,
1965,25,7.4,mw,iscgem,iscgem854871,2018-02-14T22:32:14.484Z,"Oaxaca, Mexico",earthquake,automatic,iscgem,iscgem,,,,
1965,27.8,7,mw,iscgem,iscgem853605,2017-04-13T21:41:28.324Z,"Kodiak Island region, Alaska",earthquake,automatic,iscgem,iscgem,,,,
1966,30,7.5,mw,iscgem,iscgem849160,2017-04-13T21:41:54.909Z,Taiwan region,earthquake,automatic,iscgem,iscgem,,,,
1966,45,7.1,mw,iscgem,iscgem846454,2017-04-13T21:42:08.697Z,Solomon Islands,earthquake,automatic,iscgem,iscgem,,,,
1966,531.8,7,mw,iscgem,iscgem846755,2015-05-13T18:53:00.000Z,Banda Sea,earthquake,automatic,iscgem,iscgem,,,,
1966,115,7.7,mw,iscgemsup,iscgemsup843229,2017-04-13T21:42:19.794Z,"Halmahera, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1966,40,8.1,mw,iscgem,iscgem842581,2018-03-12T16:48:17.748Z,near the coast of central Peru,earthquake,automatic,iscgem,iscgem,,,,
1966,15,7,mw,iscgem,iscgem842636,2015-05-13T18:53:00.000Z,north of Ascension Island,earthquake,automatic,iscgem,iscgem,,,,
1966,25,7.7,mw,iscgem,iscgem841046,2017-04-13T21:42:25.156Z,"Antofagasta, Chile",earthquake,automatic,iscgem,iscgem,,,,
1966,55,7.8,mw,iscgem,iscgem841173,2017-04-13T21:42:25.641Z,Santa Cruz Islands,earthquake,automatic,iscgem,iscgem,,,,
1966,35,7.1,mw,iscgem,iscgem841184,2017-04-13T21:42:26.124Z,Santa Cruz Islands,earthquake,automatic,iscgem,iscgem,,,,
1967,13.2,7,mw,iscgem,iscgem839412,2017-04-13T21:42:27.588Z,central Mongolia,earthquake,automatic,iscgem,iscgem,,,,
1967,55,7,mw,iscgem,iscgem838623,2017-04-26T17:23:15.894Z,Colombia,earthquake,automatic,iscgem,iscgem,,,,
1967,10,7,mw,iscgem,iscgem838773,2015-05-13T18:53:00.000Z,Reykjanes Ridge,earthquake,automatic,iscgem,iscgem,,,,
1967,600.4,7,mw,iscgem,iscgem838830,2015-05-13T18:53:00.000Z,Peru-Brazil border region,earthquake,automatic,iscgem,iscgem,,,,
1967,30,7.4,mw,iscgem,iscgem833573,2017-04-26T17:23:16.550Z,western Turkey,earthquake,automatic,iscgem,iscgem,,,,
1967,15,7,mw,iscgem,iscgem830900,2015-05-13T18:53:01.000Z,off the coast of central Peru,earthquake,automatic,iscgem,iscgem,,,,
1967,20,7,mw,iscgem,iscgem831453,2015-05-13T18:53:01.000Z,"Auckland Islands, New Zealand region",earthquake,automatic,iscgem,iscgem,,,,
1967,636.8,7.2,mw,iscgem,iscgem830163,2015-05-13T18:53:01.000Z,Fiji region,earthquake,automatic,iscgem,iscgem,,,,
1967,160.4,7.1,mw,iscgem,iscgem830329,2015-05-13T18:53:01.000Z,Nicaragua,earthquake,automatic,iscgem,iscgem,,,,
1967,45,7.3,mw,iscgem,iscgem828604,2017-04-13T21:43:01.113Z,"Antofagasta, Chile",earthquake,automatic,iscgem,iscgem,,,,
1967,35,7.2,mw,iscgem,iscgem828730,2017-04-13T21:43:02.079Z,"New Ireland region, Papua New Guinea",earthquake,automatic,iscgem,iscgem,,,,
1968,36.9,7.4,mw,iscgem,iscgem827772,2017-04-13T21:43:05.932Z,Kuril Islands,earthquake,automatic,iscgem,iscgem,,,,
1968,30,7.3,mw,iscgem,iscgem826088,2017-04-13T21:43:06.900Z,"New Ireland region, Papua New Guinea",earthquake,automatic,iscgem,iscgem,,,,
1968,15,7.2,mw,iscgem,iscgem826342,2017-04-13T21:43:07.389Z,Aegean Sea,earthquake,automatic,iscgem,iscgem,,,,
1968,25,7.1,mw,iscgem,iscgem826743,2017-04-13T21:43:08.344Z,Taiwan region,earthquake,automatic,iscgem,iscgem,,,,
1968,34.2,7.5,mw,iscgem,iscgem823387,2017-04-13T21:43:09.811Z,"Shikoku, Japan",earthquake,automatic,iscgem,iscgem,,,,
1968,29.9,8.2,mw,iscgem,iscgem821946,2017-04-13T21:43:12.700Z,"off the east coast of Honshu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1968,25,7.9,mw,iscgem,iscgem822083,2017-04-13T21:43:13.181Z,"Hokkaido, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1968,55,7,mw,iscgem,iscgem822391,2015-05-13T18:53:01.000Z,"Kermadec Islands, New Zealand",earthquake,automatic,iscgem,iscgem,,,,
1968,28.3,7,mw,iscgem,iscgem822412,2015-05-13T18:53:01.000Z,east of the Kuril Islands,earthquake,automatic,iscgem,iscgem,,,,
1968,20,7.2,mw,iscgem,iscgem822588,2018-02-14T22:37:30.340Z,South Island of New Zealand,earthquake,automatic,iscgem,iscgem,,,,
1968,45,7.5,mw,iscgem,iscgem823104,2017-04-13T21:43:14.145Z,"near the north coast of Papua, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1968,32.1,7,mw,iscgem,iscgem820211,2017-04-13T21:43:16.621Z,"off the east coast of Honshu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1968,45,7.3,mw,iscgem,iscgem819340,2015-05-13T18:53:02.000Z,"Kermadec Islands, New Zealand",earthquake,automatic,iscgem,iscgem,,,,
1968,25,7.6,mw,iscgem,iscgem817557,2017-04-13T21:43:20.961Z,"Luzon, Philippines",earthquake,automatic,iscgem,iscgem,,,,
1968,25,7.3,mw,iscgem,iscgem817583,2017-04-13T21:43:21.444Z,"Oaxaca, Mexico",earthquake,automatic,iscgem,iscgem,,,,
1968,23,7.6,mw,iscgem,iscgem817844,2017-04-13T21:43:23.392Z,Molucca Sea,earthquake,automatic,iscgem,iscgem,,,,
1968,20,7.2,mw,iscgem,iscgem818025,2017-04-13T21:43:23.875Z,"Minahasa, Sulawesi, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1968,543.1,7.3,mw,iscgem,iscgem818136,2015-05-13T18:53:02.000Z,Solomon Islands,earthquake,automatic,iscgem,iscgem,,,,
1968,10,7.1,mw,iscgem,iscgem818488,2017-04-26T17:23:19.217Z,northeastern Iran,earthquake,automatic,iscgem,iscgem,,,,
1968,50,7.1,mw,iscgem,iscgem817404,2015-05-13T18:53:02.000Z,"Kermadec Islands, New Zealand",earthquake,automatic,iscgem,iscgem,,,,
1968,500,7.3,mw,iscgem,iscgem815709,2015-05-13T18:53:02.000Z,"Bonin Islands, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1968,15,7,mw,iscgem,iscgem816232,2017-04-13T21:43:37.377Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,automatic,iscgem,iscgem,,,,
1969,60,7,mw,iscgem,iscgem812898,2017-04-13T21:43:45.152Z,Solomon Islands,earthquake,automatic,iscgem,iscgem,,,,
1969,244.7,7,mw,iscgem,iscgem813290,2017-04-13T21:43:46.142Z,"Hokkaido, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1969,112.9,7.1,mw,iscgem,iscgem813304,2015-05-13T18:53:02.000Z,Vanuatu,earthquake,automatic,iscgem,iscgem,,,,
1969,60,7.6,mw,iscgem,iscgem813688,2017-04-13T21:43:46.674Z,"Kepulauan Talaud, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1969,660,7.2,mw,iscgem,iscgem812084,2015-05-13T18:53:02.000Z,south of the Fiji Islands,earthquake,automatic,iscgem,iscgem,,,,
1969,430.5,7.2,mw,iscgem,iscgem812115,2015-05-13T18:53:02.000Z,Banda Sea,earthquake,automatic,iscgem,iscgem,,,,
1969,15,7,mw,iscgem,iscgem812497,2017-04-13T21:43:48.594Z,"Sulawesi, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1969,10,7.8,mw,iscgem,iscgem812637,2018-02-14T22:39:00.586Z,Azores-Cape St. Vincent Ridge,earthquake,automatic,iscgem,iscgem,,,,
1969,38.6,7,mw,iscgem,iscgem810045,2017-04-13T21:43:58.013Z,"Kyushu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1969,25,7.5,mw,iscgemsup,iscgemsup805431,2017-04-13T21:44:07.204Z,Kuril Islands,earthquake,automatic,iscgem,iscgem,,,,
1969,27.5,7.1,mw,iscgem,iscgem805782,2015-05-13T18:53:03.000Z,Kuril Islands,earthquake,automatic,iscgem,iscgem,,,,
1969,25,7.6,mw,iscgem,iscgem802491,2017-04-13T21:44:20.774Z,off the west coast of northern Sumatra,earthquake,automatic,iscgem,iscgem,,,,
1969,35,7.4,mw,iscgem,iscgem802552,2015-05-13T18:53:03.000Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,automatic,iscgem,iscgem,,,,
1969,20,7.2,mw,iscgem,iscgem801426,2015-05-13T18:53:03.000Z,"east of Dominica, Leeward Islands",earthquake,automatic,iscgem,iscgem,,,,
1970,11.3,7.1,mw,iscgem,iscgem799712,2017-04-26T17:23:21.889Z,"Yunnan, China",earthquake,automatic,iscgem,iscgem,,,,
1970,40,7.2,mw,iscgem,iscgem799944,2017-04-26T17:23:23.239Z,"Mindanao, Philippines",earthquake,automatic,iscgem,iscgem,,,,
1970,164.1,7.1,mw,iscgem,iscgem799531,2015-05-13T18:53:03.000Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,automatic,iscgem,iscgem,,,,
1970,25,7.4,mw,iscgem,iscgem796378,2017-04-26T17:23:34.685Z,"Luzon, Philippines",earthquake,automatic,iscgem,iscgem,,,,
1970,35,7.3,mw,iscgem,iscgem797311,2017-04-26T17:23:40.428Z,"offshore Chiapas, Mexico",earthquake,automatic,iscgem,iscgem,,,,
1970,390,7.1,mw,iscgem,iscgem796043,2015-05-13T18:53:04.000Z,"Bonin Islands, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1970,45,7.9,mw,iscgem,iscgem796163,2018-02-15T00:24:02.681Z,near the coast of northern Peru,earthquake,automatic,iscgem,iscgem,,,,
1970,15,7.3,mw,iscgem,iscgem794513,2015-05-13T18:53:04.000Z,Macquarie Island region,earthquake,automatic,iscgem,iscgem,,,,
1970,15,7,mw,iscgem,iscgem794565,2015-05-13T18:53:04.000Z,"near the coast of Magallanes, Chile",earthquake,automatic,iscgem,iscgem,,,,
1970,10,7.2,mw,iscgem,iscgem794605,2017-04-13T21:44:51.027Z,"Tierra del Fuego, Argentina region",earthquake,automatic,iscgem,iscgem,,,,
1970,18.3,7.4,mw,iscgem,iscgem794827,2015-05-13T18:53:04.000Z,"Haida Gwaii Region, Canada",earthquake,automatic,iscgem,iscgem,,,,
1970,45,7,mw,iscgem,iscgem794013,2017-04-26T17:23:51.619Z,"Kyushu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1970,76.1,7,mw,iscgem,iscgem794100,2017-04-26T17:23:53.762Z,Myanmar,earthquake,automatic,iscgem,iscgem,,,,
1970,644.8,8,mw,iscgem,iscgem794176,2018-02-14T22:40:48.441Z,Colombia,earthquake,automatic,iscgem,iscgem,,,,
1970,647.6,7.3,mw,iscgem,iscgem793336,2015-05-13T18:53:04.000Z,Sea of Okhotsk,earthquake,automatic,iscgem,iscgem,,,,
1970,30,7,mw,iscgem,iscgem788837,2015-05-13T18:53:04.000Z,Solomon Islands,earthquake,automatic,iscgem,iscgem,,,,
1970,25,7.2,mw,iscgem,iscgem789028,2017-04-26T17:24:11.146Z,Peru-Ecuador border region,earthquake,automatic,iscgem,iscgem,,,,
1971,15,7.1,mw,iscgem,iscgem787884,2015-05-13T18:53:04.000Z,southern Mid-Atlantic Ridge,earthquake,automatic,iscgem,iscgem,,,,
1971,30,7.7,mw,iscgem,iscgem788036,2017-04-26T17:24:18.709Z,"Papua, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1971,30,7,mw,iscgem,iscgem786889,2017-04-26T17:24:32.491Z,"Nias region, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1971,28.9,7,mw,iscgem,iscgem786954,2015-05-13T18:53:05.000Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,automatic,iscgem,iscgem,,,,
1971,12.5,7,mw,iscgem,iscgem787022,2015-05-13T18:53:05.000Z,South Shetland Islands,earthquake,automatic,iscgem,iscgem,,,,
1971,75,7,mw,iscgemsup,iscgemsup785445,2017-04-26T17:24:43.766Z,"southern Sumatra, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1971,24.2,7,mw,iscgem,iscgem784013,2017-04-13T21:45:38.018Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,automatic,iscgem,iscgem,,,,
1971,10,7,mw,iscgem,iscgem784704,2015-05-13T18:53:05.000Z,"Magadanskaya Oblast', Russia",earthquake,automatic,iscgem,iscgem,,,,
1971,60.3,7.8,mw,iscgem,iscgem782010,2017-04-26T17:25:03.212Z,"Valparaiso, Chile",earthquake,automatic,iscgem,iscgem,,,,
1971,40,8,mw,iscgem,iscgem782181,2017-04-26T17:25:06.962Z,"New Ireland region, Papua New Guinea",earthquake,automatic,iscgem,iscgem,,,,
1971,35,7,mw,iscgem,iscgem782440,2017-04-26T17:25:09.601Z,"New Ireland region, Papua New Guinea",earthquake,automatic,iscgem,iscgem,,,,
1971,40,8.1,mw,iscgem,iscgem782684,2017-04-13T21:45:59.754Z,"New Ireland region, Papua New Guinea",earthquake,automatic,iscgem,iscgem,,,,
1971,40,7,mw,iscgemsup,iscgemsup782694,2015-07-13T17:02:24.000Z,"New Britain region, Papua New Guinea",earthquake,automatic,iscgem,iscgem,,,,
1971,120,7.4,mw,iscgem,iscgem782797,2017-04-26T17:25:16.499Z,Peru-Ecuador border region,earthquake,automatic,iscgem,iscgem,,,,
1971,54.8,7.1,mw,iscgem,iscgem780829,2017-04-26T17:25:17.164Z,"Hokkaido, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1971,18.1,7.3,mw,iscgem,iscgem779972,2017-04-26T17:25:20.680Z,"Sakhalin, Russia",earthquake,automatic,iscgem,iscgem,,,,
1971,131,7,mw,iscgemsup,iscgemsup780358,2015-07-13T17:02:24.000Z,Banda Sea,earthquake,automatic,iscgem,iscgem,,,,
1971,113.1,7.1,mw,iscgem,iscgem778697,2017-04-26T17:25:29.020Z,Santa Cruz Islands,earthquake,automatic,iscgem,iscgem,,,,
1971,125,7.3,mw,iscgem,iscgem778805,2017-04-13T21:46:19.013Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,automatic,iscgem,iscgem,,,,
1971,27.5,7.6,mw,iscgem,iscgem777750,2017-04-13T21:46:20.958Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,automatic,iscgem,iscgem,,,,
1972,35,7,mw,iscgem,iscgem777164,2017-04-13T21:46:26.821Z,Vanuatu,earthquake,automatic,iscgem,iscgem,,,,
1972,25,7.3,mw,iscgem,iscgem777208,2017-04-26T17:25:39.153Z,Taiwan region,earthquake,automatic,iscgem,iscgem,,,,
1972,25,7.1,mw,iscgem,iscgem777209,2017-04-26T17:25:39.871Z,Taiwan,earthquake,automatic,iscgem,iscgem,,,,
1972,101.8,7.4,mw,iscgem,iscgem776200,2017-04-13T21:46:31.312Z,Santa Cruz Islands,earthquake,automatic,iscgem,iscgem,,,,
1972,59.8,7.2,mw,iscgem,iscgem776553,2017-04-13T21:46:31.785Z,"Izu Islands, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1972,495.8,7.2,mw,iscgem,iscgem775781,2015-05-13T18:53:06.000Z,south of the Fiji Islands,earthquake,automatic,iscgem,iscgem,,,,
1972,22.2,7,mw,iscgem,iscgem774714,2017-04-26T17:25:45.736Z,Taiwan,earthquake,automatic,iscgem,iscgem,,,,
1972,25,7.5,mw,iscgem,iscgem774772,2017-04-26T17:25:47.196Z,"Mindoro, Philippines",earthquake,automatic,iscgem,iscgem,,,,
1972,409.9,7.2,mw,iscgem,iscgem774887,2015-05-13T18:53:06.000Z,"Bougainville region, Papua New Guinea",earthquake,automatic,iscgem,iscgem,,,,
